,núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
3268,3269.0,2017.0,Julio,13.0,Jueves,9.0,2.0,1.0,14.0,1406.0,,99.0,,,,,,,,4.0,32.0,Azul,2007.0,4.0,5.0
3269,3270.0,2017.0,Julio,14.0,Viernes,15.0,3.0,2.0,20.0,2007.0,,99.0,,,,,,,,4.0,18.0,Negro,9999.0,6.0,5.0
3281,3282.0,2017.0,Julio,15.0,Sabado,19.0,4.0,3.0,14.0,1401.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,6.0,5.0
3303,3304.0,2017.0,Julio,21.0,Viernes,8.0,2.0,1.0,1.0,101.0,,1.0,,,,,,,,4.0,6.0,Azul,2006.0,4.0,5.0
3304,3305.0,2017.0,Julio,21.0,Viernes,8.0,2.0,1.0,1.0,101.0,,5.0,,,,,,,,4.0,6.0,Azul,2017.0,5.0,5.0
3306,3307.0,2017.0,Julio,21.0,Viernes,8.0,2.0,1.0,1.0,117.0,,99.0,,,,,,,,4.0,27.0,Negro,2016.0,5.0,5.0
3308,3309.0,2017.0,Julio,22.0,Sabado,23.0,4.0,3.0,1.0,117.0,,99.0,,,,,,,,4.0,64.0,Negro,2016.0,5.0,5.0
3316,3317.0,2017.0,Julio,23.0,Domingo,21.0,4.0,3.0,1.0,117.0,,99.0,,,,,,,,4.0,27.0,Azul,9999.0,6.0,5.0
3320,3321.0,2017.0,Julio,23.0,Domingo,21.0,4.0,3.0,18.0,1803.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,6.0,5.0
3322,3323.0,2017.0,Julio,23.0,Domingo,22.0,4.0,3.0,14.0,1413.0,,99.0,,,,,,,,4.0,27.0,Rojo,9999.0,6.0,5.0
3340,3341.0,2017.0,Julio,26.0,Miercoles,0.0,1.0,1.0,20.0,2001.0,,99.0,,,,,,,,4.0,27.0,Blanco,2017.0,5.0,5.0
3350,3351.0,2017.0,Julio,29.0,Sabado,15.0,3.0,2.0,1.0,101.0,,18.0,,,,,,,,4.0,6.0,Rojo,2014.0,5.0,5.0
3359,3360.0,2017.0,Julio,30.0,Domingo,21.0,4.0,3.0,22.0,2201.0,,99.0,,,,,,,,4.0,67.0,Azul,2012.0,5.0,5.0
3365,3366.0,2017.0,Julio,30.0,Domingo,20.0,4.0,3.0,4.0,401.0,,99.0,,,,,,,,4.0,76.0,Negro,9999.0,6.0,5.0
3368,3369.0,2017.0,Julio,31.0,Lunes,12.0,3.0,2.0,1.0,101.0,,18.0,,,,,,,,4.0,32.0,Rojo,2007.0,4.0,5.0
3394,3395.0,2017.0,Agosto,4.0,Viernes,19.0,4.0,3.0,1.0,101.0,,11.0,,,,,,,,4.0,32.0,Varios,9999.0,6.0,1.0
3406,3407.0,2017.0,Agosto,6.0,Domingo,20.0,4.0,3.0,20.0,2009.0,,99.0,,,,,,,,4.0,67.0,Gris,9999.0,6.0,1.0
3412,3413.0,2017.0,Agosto,7.0,Lunes,21.0,4.0,3.0,5.0,505.0,,99.0,,,,,,,,4.0,64.0,Negro,2016.0,5.0,4.0
3416,3417.0,2017.0,Agosto,7.0,Lunes,3.0,1.0,1.0,1.0,101.0,,4.0,,,,,,,,4.0,32.0,Negro,9999.0,6.0,2.0
3431,3432.0,2017.0,Agosto,10.0,Jueves,8.0,2.0,1.0,10.0,1013.0,,99.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,1.0
3432,3433.0,2017.0,Agosto,10.0,Jueves,20.0,4.0,3.0,20.0,2001.0,,99.0,,,,,,,,4.0,63.0,Rojo,9999.0,6.0,2.0
3447,3448.0,2017.0,Agosto,12.0,Sabado,15.0,3.0,2.0,1.0,101.0,,5.0,,,,,,,,4.0,999.0,Rojo,9999.0,6.0,1.0
3453,3454.0,2017.0,Agosto,12.0,Sabado,19.0,4.0,3.0,22.0,2206.0,,99.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,2.0
3456,3457.0,2017.0,Agosto,12.0,Sabado,0.0,1.0,1.0,18.0,1801.0,,99.0,,,,,,,,4.0,67.0,Gris,2016.0,5.0,1.0
3460,3461.0,2017.0,Agosto,13.0,Domingo,1.0,1.0,1.0,1.0,101.0,,1.0,,,,,,,,4.0,3.0,Anaranjado,9999.0,6.0,2.0
3462,3463.0,2017.0,Agosto,13.0,Domingo,20.0,4.0,3.0,1.0,101.0,,6.0,,,,,,,,4.0,27.0,Rojo,9999.0,6.0,2.0
3465,3466.0,2017.0,Agosto,13.0,Domingo,3.0,1.0,1.0,1.0,101.0,,11.0,,,,,,,,4.0,25.0,Negro,9999.0,6.0,2.0
3480,3481.0,2017.0,Agosto,14.0,Lunes,18.0,4.0,3.0,15.0,1501.0,,99.0,,,,,,,,4.0,67.0,Rojo,9999.0,6.0,1.0
3488,3489.0,2017.0,Agosto,15.0,Martes,11.0,2.0,1.0,2.0,202.0,,99.0,,,,,,,,4.0,67.0,Azul,9999.0,6.0,4.0
3503,3504.0,2017.0,Agosto,17.0,Jueves,22.0,4.0,3.0,1.0,101.0,,3.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,1.0
3576,3577.0,2017.0,Agosto,24.0,Jueves,10.0,2.0,1.0,17.0,1701.0,,99.0,,,,,,,,4.0,6.0,Rojo,2014.0,5.0,1.0
3591,3592.0,2017.0,Agosto,26.0,Sabado,11.0,2.0,1.0,1.0,101.0,,3.0,,,,,,,,4.0,6.0,Negro,2017.0,5.0,1.0
3596,3597.0,2017.0,Agosto,26.0,Sabado,20.0,4.0,3.0,1.0,101.0,,21.0,,,,,,,,4.0,76.0,Blanco,9999.0,6.0,2.0
3616,3617.0,2017.0,Agosto,27.0,Domingo,22.0,4.0,3.0,6.0,602.0,,99.0,,,,,,,,4.0,1.0,Azul,9999.0,6.0,2.0
3620,3621.0,2017.0,Agosto,27.0,Domingo,16.0,3.0,2.0,16.0,1614.0,,99.0,,,,,,,,4.0,6.0,Azul,9999.0,6.0,1.0
3623,3624.0,2017.0,Agosto,28.0,Lunes,20.0,4.0,3.0,1.0,110.0,,99.0,,,,,,,,4.0,6.0,Azul,9999.0,6.0,2.0
3642,3643.0,2017.0,Agosto,31.0,Jueves,19.0,4.0,3.0,13.0,1315.0,,99.0,,,,,,,,4.0,32.0,Negro,9999.0,6.0,1.0
3644,3645.0,2017.0,Agosto,31.0,Jueves,6.0,2.0,1.0,1.0,101.0,,3.0,,,,,,,,4.0,999.0,Rojo,9999.0,6.0,2.0
3645,3646.0,2017.0,Agosto,1.0,Martes,16.0,3.0,2.0,5.0,509.0,,99.0,,,,,,,,4.0,100.0,Negro,9999.0,6.0,5.0
3653,3654.0,2017.0,Agosto,3.0,Jueves,22.0,4.0,3.0,1.0,117.0,,99.0,,,,,,,,4.0,3.0,Negro,2017.0,5.0,5.0
3666,3667.0,2017.0,Agosto,8.0,Martes,0.0,1.0,1.0,5.0,510.0,,99.0,,,,,,,,4.0,27.0,Azul,2014.0,5.0,5.0
3704,3705.0,2017.0,Agosto,16.0,Miercoles,22.0,4.0,3.0,1.0,109.0,,99.0,,,,,,,,4.0,18.0,Amarillo,9999.0,6.0,5.0
3715,3716.0,2017.0,Agosto,18.0,Viernes,17.0,3.0,2.0,1.0,101.0,,5.0,,,,,,,,4.0,67.0,Negro,2011.0,5.0,5.0
3751,3752.0,2017.0,Agosto,26.0,Sabado,19.0,4.0,3.0,1.0,101.0,,12.0,,,,,,,,4.0,32.0,Gris,2015.0,5.0,5.0
3758,3759.0,2017.0,Agosto,26.0,Sabado,11.0,2.0,1.0,16.0,1615.0,,99.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,5.0
3764,3765.0,2017.0,Agosto,27.0,Domingo,16.0,3.0,2.0,3.0,301.0,,99.0,,,,,,,,4.0,999.0,Morado,9999.0,6.0,5.0
3775,3776.0,2017.0,Agosto,29.0,Martes,1.0,1.0,1.0,14.0,1401.0,,99.0,,,,,,,,4.0,69.0,Blanco,2005.0,4.0,5.0
3793,3794.0,2017.0,Septiembre,2.0,Sabado,1.0,1.0,1.0,1.0,101.0,,9.0,,,,,,,,4.0,27.0,Blanco,9999.0,6.0,1.0
3801,3802.0,2017.0,Septiembre,2.0,Sabado,19.0,4.0,3.0,18.0,1801.0,,99.0,,,,,,,,4.0,18.0,Gris,9999.0,6.0,1.0
3805,3806.0,2017.0,Septiembre,2.0,Sabado,17.0,3.0,2.0,1.0,101.0,,7.0,,,,,,,,4.0,32.0,Negro,9999.0,6.0,1.0
3818,3819.0,2017.0,Septiembre,3.0,Domingo,3.0,1.0,1.0,1.0,101.0,,12.0,,,,,,,,4.0,32.0,Azul,2016.0,5.0,2.0
3848,3849.0,2017.0,Septiembre,6.0,Miercoles,0.0,1.0,1.0,1.0,101.0,,9.0,,,,,,,,4.0,6.0,Rojo,2015.0,5.0,1.0
3851,3852.0,2017.0,Septiembre,6.0,Miercoles,6.0,2.0,1.0,5.0,514.0,,99.0,,,,,,,,4.0,6.0,Negro,2014.0,5.0,1.0
3863,3864.0,2017.0,Septiembre,8.0,Viernes,22.0,4.0,3.0,1.0,101.0,,17.0,,,,,,,,4.0,20.0,Gris,9999.0,6.0,2.0
3874,3875.0,2017.0,Septiembre,9.0,Sabado,14.0,3.0,2.0,1.0,101.0,,5.0,,,,,,,,4.0,67.0,Rojo,2017.0,5.0,1.0
3875,3876.0,2017.0,Septiembre,9.0,Sabado,9.0,2.0,1.0,18.0,1801.0,,99.0,,,,,,,,4.0,64.0,Negro,2016.0,5.0,1.0
3886,3887.0,2017.0,Septiembre,9.0,Sabado,23.0,4.0,3.0,1.0,117.0,,99.0,,,,,,,,4.0,999.0,Rojo,9999.0,6.0,4.0
3904,3905.0,2017.0,Septiembre,11.0,Lunes,9.0,2.0,1.0,1.0,101.0,,1.0,,,,,,,,4.0,32.0,Rojo,2012.0,5.0,1.0
3916,3917.0,2017.0,Septiembre,12.0,Martes,10.0,2.0,1.0,8.0,802.0,,99.0,,,,,,,,4.0,67.0,Rojo,9999.0,6.0,1.0
3929,3930.0,2017.0,Septiembre,14.0,Jueves,17.0,3.0,2.0,22.0,2201.0,,99.0,,,,,,,,4.0,27.0,Blanco,9999.0,6.0,4.0
3937,3938.0,2017.0,Septiembre,14.0,Jueves,16.0,3.0,2.0,14.0,1414.0,,99.0,,,,,,,,4.0,27.0,Rojo,9999.0,6.0,1.0
3941,3942.0,2017.0,Septiembre,15.0,Viernes,21.0,4.0,3.0,1.0,101.0,,9.0,,,,,,,,4.0,6.0,Rojo,9999.0,6.0,2.0
3949,3950.0,2017.0,Septiembre,15.0,Viernes,21.0,4.0,3.0,5.0,508.0,,99.0,,,,,,,,4.0,63.0,Rojo,2008.0,4.0,1.0
3950,3951.0,2017.0,Septiembre,15.0,Viernes,7.0,2.0,1.0,5.0,502.0,,99.0,,,,,,,,4.0,64.0,Rojo,2016.0,5.0,2.0
3952,3953.0,2017.0,Septiembre,15.0,Viernes,16.0,3.0,2.0,10.0,1021.0,,99.0,,,,,,,,4.0,18.0,Amarillo,9999.0,6.0,1.0
3957,3958.0,2017.0,Septiembre,15.0,Viernes,2.0,1.0,1.0,18.0,1801.0,,99.0,,,,,,,,4.0,67.0,Gris,9999.0,6.0,1.0
3968,3969.0,2017.0,Septiembre,16.0,Sabado,16.0,3.0,2.0,5.0,501.0,,99.0,,,,,,,,4.0,6.0,Negro,2016.0,5.0,2.0
3974,3975.0,2017.0,Septiembre,17.0,Domingo,17.0,3.0,2.0,1.0,112.0,,99.0,,,,,,,,4.0,25.0,Rojo,9999.0,6.0,2.0
3993,3994.0,2017.0,Septiembre,18.0,Lunes,21.0,4.0,3.0,22.0,2216.0,,99.0,,,,,,,,4.0,999.0,Azul,9999.0,6.0,4.0
4013,4014.0,2017.0,Septiembre,21.0,Jueves,23.0,4.0,3.0,3.0,312.0,,99.0,,,,,,,,4.0,999.0,Amarillo,2015.0,5.0,1.0
4015,4016.0,2017.0,Septiembre,22.0,Viernes,6.0,2.0,1.0,1.0,101.0,,11.0,,,,,,,,4.0,6.0,Rojo,2014.0,5.0,2.0
4020,4021.0,2017.0,Septiembre,22.0,Viernes,10.0,2.0,1.0,16.0,1601.0,,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,6.0,2.0
4021,4022.0,2017.0,Septiembre,22.0,Viernes,8.0,2.0,1.0,18.0,1804.0,,99.0,,,,,,,,4.0,2.0,Rojo,9999.0,6.0,2.0
4037,4038.0,2017.0,Septiembre,25.0,Lunes,8.0,2.0,1.0,1.0,101.0,,8.0,,,,,,,,4.0,76.0,Negro,2012.0,5.0,1.0
4070,4071.0,2017.0,Septiembre,29.0,Viernes,12.0,3.0,2.0,1.0,113.0,,99.0,,,,,,,,4.0,32.0,Azul,9999.0,6.0,1.0
4074,4075.0,2017.0,Septiembre,29.0,Viernes,12.0,3.0,2.0,10.0,1004.0,,99.0,,,,,,,,4.0,27.0,Rojo,2016.0,5.0,1.0
4075,4076.0,2017.0,Septiembre,29.0,Viernes,3.0,1.0,1.0,11.0,1109.0,,99.0,,,,,,,,4.0,999.0,Rojo,9999.0,6.0,2.0
4076,4077.0,2017.0,Septiembre,29.0,Viernes,3.0,1.0,1.0,13.0,1301.0,,99.0,,,,,,,,4.0,32.0,Rojo,2013.0,5.0,1.0
4078,4079.0,2017.0,Septiembre,29.0,Viernes,16.0,3.0,2.0,16.0,1615.0,,99.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,1.0
4083,4084.0,2017.0,Septiembre,30.0,Sabado,3.0,1.0,1.0,1.0,117.0,,99.0,,,,,,,,4.0,6.0,Rojo,2017.0,5.0,4.0
4116,4117.0,2017.0,Septiembre,3.0,Domingo,21.0,4.0,3.0,16.0,1614.0,,99.0,,,,,,,,4.0,67.0,Rojo,9999.0,6.0,5.0
4120,4121.0,2017.0,Septiembre,4.0,Lunes,14.0,3.0,2.0,1.0,107.0,,99.0,,,,,,,,4.0,27.0,Azul,9999.0,6.0,5.0
4123,4124.0,2017.0,Septiembre,4.0,Lunes,20.0,4.0,3.0,16.0,1617.0,,99.0,,,,,,,,4.0,6.0,Negro,2017.0,5.0,5.0
4126,4127.0,2017.0,Septiembre,6.0,Miercoles,14.0,3.0,2.0,1.0,101.0,,18.0,,,,,,,,4.0,6.0,Negro,2016.0,5.0,5.0
4159,4160.0,2017.0,Septiembre,11.0,Lunes,21.0,4.0,3.0,19.0,1905.0,,99.0,,,,,,,,4.0,27.0,Negro,2008.0,4.0,5.0
4178,4179.0,2017.0,Septiembre,14.0,Jueves,14.0,3.0,2.0,1.0,112.0,,99.0,,,,,,,,4.0,76.0,Rojo,2017.0,5.0,5.0
4180,4181.0,2017.0,Septiembre,14.0,Jueves,22.0,4.0,3.0,15.0,1508.0,,99.0,,,,,,,,4.0,999.0,Azul,9999.0,6.0,5.0
4194,4195.0,2017.0,Septiembre,17.0,Domingo,20.0,4.0,3.0,1.0,101.0,,18.0,,,,,,,,4.0,32.0,Gris,9999.0,6.0,5.0
4197,4198.0,2017.0,Septiembre,17.0,Domingo,16.0,3.0,2.0,16.0,1615.0,,99.0,,,,,,,,4.0,67.0,Corinto,9999.0,6.0,5.0
4198,4199.0,2017.0,Septiembre,17.0,Domingo,16.0,3.0,2.0,15.0,1508.0,,99.0,,,,,,,,4.0,6.0,Rojo,9999.0,6.0,5.0
4203,4204.0,2017.0,Septiembre,18.0,Lunes,14.0,3.0,2.0,16.0,1603.0,,99.0,,,,,,,,4.0,999.0,Amarillo,9999.0,6.0,5.0
4208,4209.0,2017.0,Septiembre,19.0,Martes,15.0,3.0,2.0,1.0,109.0,,99.0,,,,,,,,4.0,32.0,Rojo,2012.0,5.0,5.0
4210,4211.0,2017.0,Septiembre,19.0,Martes,7.0,2.0,1.0,17.0,1712.0,,99.0,,,,,,,,4.0,32.0,Negro,9999.0,6.0,5.0
4218,4219.0,2017.0,Septiembre,22.0,Viernes,22.0,4.0,3.0,14.0,1413.0,,99.0,,,,,,,,4.0,67.0,Rojo,9999.0,6.0,5.0
4245,4246.0,2017.0,Septiembre,27.0,Miercoles,21.0,4.0,3.0,18.0,1802.0,,99.0,,,,,,,,4.0,76.0,Negro,9999.0,6.0,5.0
4251,4252.0,2017.0,Septiembre,30.0,Sabado,19.0,4.0,3.0,1.0,101.0,,99.0,,,,,,,,4.0,76.0,Negro,9999.0,6.0,5.0
4258,4259.0,2017.0,Octubre,1.0,Domingo,9.0,2.0,1.0,1.0,101.0,,18.0,,,,,,,,4.0,67.0,Gris,9999.0,6.0,1.0
4261,4262.0,2017.0,Octubre,1.0,Domingo,8.0,2.0,1.0,19.0,1910.0,,99.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,2.0
4275,4276.0,2017.0,Octubre,2.0,Lunes,15.0,3.0,2.0,17.0,1712.0,,99.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,1.0
4288,4289.0,2017.0,Octubre,4.0,Miercoles,20.0,4.0,3.0,5.0,505.0,,99.0,,,,,,,,4.0,2.0,Negro,2017.0,5.0,2.0
4302,4303.0,2017.0,Octubre,6.0,Viernes,0.0,1.0,1.0,1.0,101.0,,12.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,4.0
4304,4305.0,2017.0,Octubre,6.0,Viernes,10.0,2.0,1.0,6.0,609.0,,99.0,,,,,,,,4.0,54.0,Azul,9999.0,6.0,1.0
4322,4323.0,2017.0,Octubre,7.0,Sabado,2.0,1.0,1.0,18.0,1801.0,,99.0,,,,,,,,4.0,18.0,Negro,2013.0,5.0,1.0
4327,4328.0,2017.0,Octubre,8.0,Domingo,1.0,1.0,1.0,1.0,101.0,,7.0,,,,,,,,4.0,6.0,Azul,9999.0,6.0,2.0
4329,4330.0,2017.0,Octubre,8.0,Domingo,1.0,1.0,1.0,21.0,2101.0,,99.0,,,,,,,,4.0,6.0,Azul,9999.0,6.0,2.0
4335,4336.0,2017.0,Octubre,8.0,Domingo,18.0,4.0,3.0,13.0,1301.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,6.0,1.0
4344,4345.0,2017.0,Octubre,9.0,Lunes,21.0,4.0,3.0,1.0,110.0,,99.0,,,,,,,,4.0,32.0,Negro,9999.0,6.0,2.0
4367,4368.0,2017.0,Octubre,12.0,Jueves,19.0,4.0,3.0,6.0,609.0,,99.0,,,,,,,,4.0,64.0,Negro,9999.0,6.0,1.0
4368,4369.0,2017.0,Octubre,12.0,Jueves,10.0,2.0,1.0,10.0,1001.0,,99.0,,,,,,,,4.0,67.0,Negro,2015.0,5.0,1.0
4397,4398.0,2017.0,Octubre,15.0,Domingo,12.0,3.0,2.0,1.0,117.0,,99.0,,,,,,,,4.0,18.0,Azul,9999.0,6.0,2.0
4411,4412.0,2017.0,Octubre,16.0,Lunes,6.0,2.0,1.0,17.0,1701.0,,99.0,,,,,,,,4.0,18.0,Negro,9999.0,6.0,1.0
4452,4453.0,2017.0,Octubre,21.0,Sabado,16.0,3.0,2.0,1.0,103.0,,99.0,,,,,,,,4.0,20.0,Azul,2013.0,5.0,1.0
4511,4512.0,2017.0,Octubre,27.0,Viernes,1.0,1.0,1.0,1.0,101.0,,11.0,,,,,,,,4.0,32.0,Rojo,9999.0,6.0,1.0
4516,4517.0,2017.0,Octubre,27.0,Viernes,11.0,2.0,1.0,16.0,1601.0,,99.0,,,,,,,,4.0,6.0,Negro,2007.0,4.0,1.0
4574,4575.0,2017.0,Octubre,4.0,Miercoles,15.0,3.0,2.0,1.0,109.0,,99.0,,,,,,,,4.0,67.0,Azul,9999.0,6.0,5.0
4583,4584.0,2017.0,Octubre,5.0,Jueves,18.0,4.0,3.0,3.0,301.0,,99.0,,,,,,,,4.0,76.0,Corinto,9999.0,6.0,5.0
4593,4594.0,2017.0,Octubre,7.0,Sabado,5.0,1.0,1.0,1.0,101.0,,11.0,,,,,,,,4.0,18.0,Blanco,2016.0,5.0,5.0
4611,4612.0,2017.0,Octubre,9.0,Lunes,22.0,4.0,3.0,1.0,101.0,,12.0,,,,,,,,4.0,18.0,Negro,2016.0,5.0,5.0
4619,4620.0,2017.0,Octubre,10.0,Martes,19.0,4.0,3.0,15.0,1501.0,,99.0,,,,,,,,4.0,76.0,Azul,9999.0,6.0,5.0
4630,4631.0,2017.0,Octubre,14.0,Sabado,20.0,4.0,3.0,1.0,109.0,,99.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,5.0
4644,4645.0,2017.0,Octubre,16.0,Lunes,18.0,4.0,3.0,1.0,101.0,,21.0,,,,,,,,4.0,20.0,Corinto,9999.0,6.0,5.0
4678,4679.0,2017.0,Octubre,22.0,Domingo,13.0,3.0,2.0,1.0,107.0,,99.0,,,,,,,,4.0,6.0,Negro,2012.0,5.0,5.0
4705,4706.0,2017.0,Octubre,26.0,Jueves,20.0,4.0,3.0,1.0,109.0,,99.0,,,,,,,,4.0,27.0,Negro,9999.0,6.0,5.0
4712,4713.0,2017.0,Octubre,27.0,Viernes,17.0,3.0,2.0,3.0,308.0,,99.0,,,,,,,,4.0,6.0,Rojo,2016.0,5.0,5.0
4735,4736.0,2017.0,Octubre,31.0,Martes,7.0,2.0,1.0,1.0,101.0,,6.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,5.0
4763,4764.0,2017.0,Noviembre,2.0,Jueves,0.0,1.0,1.0,10.0,1010.0,,99.0,,,,,,,,4.0,6.0,Rojo,9999.0,6.0,2.0
4775,4776.0,2017.0,Noviembre,3.0,Viernes,11.0,2.0,1.0,12.0,1212.0,,99.0,,,,,,,,4.0,32.0,Negro,9999.0,6.0,1.0
4786,4787.0,2017.0,Noviembre,4.0,Sabado,18.0,4.0,3.0,1.0,101.0,,13.0,,,,,,,,4.0,20.0,Negro,2013.0,5.0,2.0
4817,4818.0,2017.0,Noviembre,6.0,Lunes,15.0,3.0,2.0,5.0,501.0,,99.0,,,,,,,,4.0,18.0,Rojo,2014.0,5.0,1.0
4841,4842.0,2017.0,Noviembre,8.0,Miercoles,20.0,4.0,3.0,1.0,107.0,,99.0,,,,,,,,4.0,6.0,Rojo,9999.0,6.0,1.0
4883,4884.0,2017.0,Noviembre,12.0,Domingo,0.0,1.0,1.0,5.0,502.0,,99.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,4.0
4915,4916.0,2017.0,Noviembre,15.0,Miercoles,20.0,4.0,3.0,9.0,901.0,,99.0,,,,,,,,4.0,999.0,Rojo,2007.0,4.0,1.0
4920,4921.0,2017.0,Noviembre,16.0,Jueves,9.0,2.0,1.0,1.0,101.0,,12.0,,,,,,,,4.0,3.0,Negro,9999.0,6.0,1.0
4923,4924.0,2017.0,Noviembre,16.0,Jueves,19.0,4.0,3.0,19.0,1903.0,,99.0,,,,,,,,4.0,27.0,Rojo,9999.0,6.0,1.0
4941,4942.0,2017.0,Noviembre,18.0,Sabado,19.0,4.0,3.0,1.0,106.0,,99.0,,,,,,,,4.0,999.0,Azul,9999.0,6.0,1.0
4966,4967.0,2017.0,Noviembre,19.0,Domingo,23.0,4.0,3.0,1.0,101.0,,12.0,,,,,,,,4.0,32.0,Blanco,9999.0,6.0,1.0
4995,4996.0,2017.0,Noviembre,23.0,Jueves,18.0,4.0,3.0,1.0,111.0,,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,6.0,1.0
5022,5023.0,2017.0,Noviembre,25.0,Sabado,23.0,4.0,3.0,17.0,1712.0,,99.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,2.0
5072,5073.0,2017.0,Noviembre,30.0,Jueves,9.0,2.0,1.0,2.0,204.0,,99.0,,,,,,,,4.0,19.0,Blanco,2000.0,4.0,4.0
5083,5084.0,2017.0,Noviembre,1.0,Viernes,10.0,2.0,1.0,19.0,1901.0,,99.0,,,,,,,,4.0,67.0,Azul,9999.0,6.0,1.0
5092,5093.0,2017.0,Diciembre,2.0,Sabado,4.0,1.0,1.0,18.0,1801.0,,99.0,,,,,,,,4.0,6.0,Azul,9999.0,6.0,4.0
5120,5121.0,2017.0,Diciembre,4.0,Lunes,22.0,4.0,3.0,1.0,101.0,,10.0,,,,,,,,4.0,77.0,Blanco,2017.0,5.0,1.0
5164,5165.0,2017.0,Diciembre,8.0,Viernes,4.0,1.0,1.0,1.0,117.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,6.0,4.0
5166,5167.0,2017.0,Diciembre,8.0,Viernes,2.0,1.0,1.0,5.0,501.0,,99.0,,,,,,,,4.0,6.0,Negro,2016.0,5.0,1.0
5198,5199.0,2017.0,Diciembre,10.0,Domingo,1.0,1.0,1.0,11.0,1108.0,,99.0,,,,,,,,4.0,67.0,Gris,2010.0,5.0,4.0
5278,5279.0,2017.0,Diciembre,17.0,Domingo,23.0,4.0,3.0,18.0,1801.0,,99.0,,,,,,,,4.0,67.0,Gris,9999.0,6.0,1.0
5298,5299.0,2017.0,Diciembre,19.0,Martes,4.0,1.0,1.0,16.0,1617.0,,99.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,2.0
5334,5335.0,2017.0,Diciembre,22.0,Viernes,13.0,3.0,2.0,6.0,614.0,,99.0,,,,,,,,4.0,6.0,Rojo,9999.0,6.0,1.0
5336,5337.0,2017.0,Diciembre,22.0,Viernes,21.0,4.0,3.0,21.0,2102.0,,99.0,,,,,,,,4.0,27.0,Gris,2003.0,4.0,1.0
5439,5440.0,2017.0,Diciembre,30.0,Sabado,19.0,4.0,3.0,17.0,1712.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,6.0,2.0
5450,5451.0,2017.0,Diciembre,31.0,Domingo,21.0,4.0,3.0,5.0,502.0,,99.0,,,,,,,,4.0,27.0,Rojo,9999.0,6.0,2.0
5471,5472.0,2017.0,Noviembre,3.0,Viernes,19.0,4.0,3.0,1.0,101.0,,1.0,,,,,,,,4.0,54.0,Negro,2018.0,5.0,5.0
5647,5648.0,2017.0,Noviembre,30.0,Jueves,19.0,4.0,3.0,17.0,1710.0,,99.0,,,,,,,,4.0,27.0,Negro,9999.0,6.0,5.0
5692,5693.0,2017.0,Diciembre,8.0,Viernes,12.0,3.0,2.0,12.0,1213.0,,99.0,,,,,,,,4.0,27.0,Negro,2015.0,5.0,5.0
5702,5703.0,2017.0,Diciembre,9.0,Sabado,21.0,4.0,3.0,9.0,901.0,,99.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,5.0
5704,5705.0,2017.0,Diciembre,10.0,Domingo,4.0,1.0,1.0,1.0,101.0,,9.0,,,,,,,,4.0,64.0,Negro,2014.0,5.0,5.0
5726,5727.0,2017.0,Diciembre,12.0,Martes,17.0,3.0,2.0,18.0,1805.0,,99.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,5.0
5728,5729.0,2017.0,Diciembre,13.0,Miercoles,21.0,4.0,3.0,1.0,101.0,,3.0,,,,,,,,4.0,18.0,Rojo,2017.0,5.0,5.0
5757,5758.0,2017.0,Diciembre,17.0,Domingo,18.0,4.0,3.0,1.0,109.0,,99.0,,,,,,,,4.0,25.0,Blanco,9999.0,6.0,5.0
5850,5851.0,2017.0,Diciembre,27.0,Miercoles,7.0,2.0,1.0,22.0,2201.0,,99.0,,,,,,,,4.0,67.0,Rojo,2013.0,5.0,5.0
0,1.0,2018.0,Enero,1.0,Lunes,16.0,3.0,2.0,1.0,115.0,,99.0,,,,,,,,4.0,32.0,Negro,9999.0,99.0,2.0
3,4.0,2018.0,Enero,1.0,Lunes,22.0,4.0,3.0,19.0,1903.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,99.0,2.0
