,núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
4,5.0,2018.0,Enero,1.0,Lunes,23.0,4.0,3.0,19.0,1903.0,,99.0,,,,,,,,4.0,27.0,Negro,9999.0,99.0,2.0
12,13.0,2018.0,Enero,1.0,Lunes,23.0,4.0,3.0,17.0,1703.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,99.0,2.0
29,30.0,2018.0,Enero,3.0,Miercoles,22.0,4.0,3.0,1.0,106.0,,99.0,,,,,,,,4.0,100.0,Negro,2018.0,5.0,1.0
44,45.0,2018.0,Enero,5.0,Viernes,6.0,2.0,1.0,5.0,501.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,99.0,2.0
74,75.0,2018.0,Enero,8.0,Lunes,23.0,4.0,3.0,1.0,101.0,,3.0,,,,,,,,4.0,64.0,Negro,9999.0,99.0,1.0
80,81.0,2018.0,Enero,8.0,Lunes,0.0,1.0,1.0,11.0,1109.0,,99.0,,,,,,,,4.0,6.0,Rojo,9999.0,99.0,1.0
105,106.0,2018.0,Enero,11.0,Jueves,10.0,2.0,1.0,1.0,101.0,,17.0,,,,,,,,4.0,28.0,Blanco,2016.0,5.0,1.0
119,120.0,2018.0,Enero,12.0,Viernes,18.0,4.0,3.0,5.0,501.0,,99.0,,,,,,,,4.0,8.0,Blanco,2003.0,4.0,2.0
120,121.0,2018.0,Enero,12.0,Viernes,6.0,2.0,1.0,5.0,501.0,,99.0,,,,,,,,4.0,6.0,Azul,9999.0,99.0,2.0
123,124.0,2018.0,Enero,12.0,Viernes,17.0,3.0,2.0,6.0,601.0,,99.0,,,,,,,,4.0,62.0,Rojo,9999.0,99.0,4.0
132,133.0,2018.0,Enero,12.0,Viernes,20.0,4.0,3.0,1.0,101.0,,12.0,,,,,,,,4.0,2.0,Negro,9999.0,99.0,2.0
138,139.0,2018.0,Enero,13.0,Sabado,7.0,2.0,1.0,1.0,111.0,,99.0,,,,,,,,4.0,2.0,Azul,9999.0,99.0,2.0
139,140.0,2018.0,Enero,13.0,Sabado,19.0,4.0,3.0,1.0,109.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,99.0,2.0
148,149.0,2018.0,Enero,14.0,Domingo,1.0,1.0,1.0,1.0,101.0,,12.0,,,,,,,,4.0,999.0,Rojo,9999.0,99.0,2.0
168,169.0,2018.0,Enero,15.0,Lunes,22.0,4.0,3.0,3.0,301.0,,99.0,,,,,,,,4.0,32.0,Azul,2017.0,5.0,1.0
169,170.0,2018.0,Enero,16.0,Martes,5.0,1.0,1.0,1.0,101.0,,11.0,,,,,,,,4.0,67.0,Negro,9999.0,99.0,2.0
175,176.0,2018.0,Enero,16.0,Martes,1.0,1.0,1.0,16.0,1601.0,,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,99.0,4.0
178,179.0,2018.0,Enero,16.0,Martes,9.0,2.0,1.0,1.0,101.0,,12.0,,,,,,,,4.0,67.0,Azul,9999.0,99.0,1.0
223,224.0,2018.0,Enero,20.0,Sabado,7.0,2.0,1.0,2.0,201.0,,99.0,,,,,,,,4.0,2.0,Negro,2018.0,5.0,1.0
224,225.0,2018.0,Enero,20.0,Sabado,12.0,3.0,2.0,3.0,312.0,,99.0,,,,,,,,4.0,999.0,Blanco,9999.0,99.0,1.0
249,250.0,2018.0,Enero,21.0,Domingo,21.0,4.0,3.0,1.0,101.0,,18.0,,,,,,,,4.0,6.0,Negro,2014.0,5.0,1.0
256,257.0,2018.0,Enero,21.0,Domingo,5.0,1.0,1.0,2.0,205.0,,99.0,,,,,,,,4.0,999.0,Blanco,9999.0,99.0,2.0
268,269.0,2018.0,Enero,22.0,Lunes,21.0,4.0,3.0,3.0,301.0,,99.0,,,,,,,,4.0,999.0,Blanco,2018.0,5.0,1.0
303,304.0,2018.0,Enero,26.0,Viernes,17.0,3.0,2.0,1.0,102.0,,99.0,,,,,,,,4.0,32.0,Gris,2014.0,5.0,1.0
307,308.0,2018.0,Enero,26.0,Viernes,18.0,4.0,3.0,19.0,1906.0,,99.0,,,,,,,,4.0,6.0,Negro,9999.0,99.0,1.0
317,318.0,2018.0,Enero,27.0,Sabado,1.0,1.0,1.0,6.0,607.0,,99.0,,,,,,,,4.0,6.0,Negro,9999.0,99.0,2.0
324,325.0,2018.0,Enero,28.0,Domingo,20.0,4.0,3.0,1.0,108.0,,99.0,,,,,,,,4.0,67.0,Negro,9999.0,99.0,2.0
327,328.0,2018.0,Enero,28.0,Domingo,20.0,4.0,3.0,20.0,2009.0,,99.0,,,,,,,,4.0,67.0,Rojo,2017.0,5.0,2.0
331,332.0,2018.0,Enero,28.0,Domingo,18.0,4.0,3.0,10.0,1010.0,,99.0,,,,,,,,4.0,27.0,Rojo,9999.0,99.0,2.0
333,334.0,2018.0,Enero,29.0,Lunes,20.0,4.0,3.0,1.0,101.0,,5.0,,,,,,,,4.0,25.0,Negro,2017.0,5.0,1.0
343,344.0,2018.0,Enero,29.0,Lunes,19.0,4.0,3.0,6.0,602.0,,99.0,,,,,,,,4.0,67.0,Negro,9999.0,99.0,1.0
356,357.0,2018.0,Enero,31.0,Miercoles,11.0,2.0,1.0,1.0,103.0,,99.0,,,,,,,,4.0,27.0,Negro,2012.0,5.0,1.0
373,374.0,2018.0,Enero,2.0,Martes,14.0,3.0,2.0,18.0,1801.0,,99.0,,,,,,,,4.0,76.0,Blanco,9999.0,99.0,5.0
380,381.0,2018.0,Enero,4.0,Jueves,10.0,2.0,1.0,1.0,101.0,,5.0,,,,,,,,4.0,27.0,Negro,2018.0,5.0,5.0
389,390.0,2018.0,Enero,5.0,Viernes,23.0,4.0,3.0,12.0,1222.0,,99.0,,,,,,,,4.0,54.0,Rojo,2012.0,5.0,5.0
390,391.0,2018.0,Enero,5.0,Viernes,13.0,3.0,2.0,18.0,1804.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,99.0,5.0
393,394.0,2018.0,Enero,6.0,Sabado,1.0,1.0,1.0,1.0,109.0,,99.0,,,,,,,,4.0,54.0,Azul,2016.0,5.0,5.0
400,401.0,2018.0,Enero,6.0,Sabado,20.0,4.0,3.0,2.0,206.0,,99.0,,,,,,,,4.0,67.0,Rojo,9999.0,99.0,5.0
408,409.0,2018.0,Enero,8.0,Lunes,20.0,4.0,3.0,1.0,108.0,,99.0,,,,,,,,4.0,32.0,Negro,2014.0,5.0,5.0
433,434.0,2018.0,Enero,11.0,Jueves,6.0,2.0,1.0,1.0,103.0,,99.0,,,,,,,,4.0,25.0,Negro,2013.0,5.0,5.0
445,446.0,2018.0,Enero,12.0,Viernes,23.0,4.0,3.0,1.0,101.0,,11.0,,,,,,,,4.0,6.0,Negro,9999.0,99.0,5.0
450,451.0,2018.0,Enero,12.0,Viernes,11.0,2.0,1.0,13.0,1301.0,,99.0,,,,,,,,4.0,27.0,Rojo,9999.0,99.0,5.0
472,473.0,2018.0,Enero,16.0,Martes,10.0,2.0,1.0,1.0,101.0,,8.0,,,,,,,,4.0,999.0,Negro,9999.0,99.0,5.0
495,496.0,2018.0,Enero,20.0,Sabado,3.0,1.0,1.0,1.0,101.0,,7.0,,,,,,,,4.0,64.0,Azul,9999.0,99.0,5.0
518,519.0,2018.0,Enero,21.0,Domingo,14.0,3.0,2.0,15.0,1503.0,,99.0,,,,,,,,4.0,999.0,Blanco,9999.0,99.0,5.0
544,545.0,2018.0,Enero,27.0,Sabado,8.0,2.0,1.0,1.0,103.0,,99.0,,,,,,,,4.0,18.0,Negro,2018.0,5.0,5.0
548,549.0,2018.0,Enero,27.0,Sabado,15.0,3.0,2.0,1.0,101.0,,12.0,,,,,,,,4.0,27.0,Negro,2005.0,4.0,5.0
557,558.0,2018.0,Enero,29.0,Lunes,8.0,2.0,1.0,1.0,117.0,,99.0,,,,,,,,4.0,18.0,Azul,9999.0,99.0,5.0
616,617.0,2018.0,Febrero,4.0,Domingo,12.0,3.0,2.0,5.0,502.0,,99.0,,,,,,,,4.0,18.0,Varios,9999.0,99.0,4.0
633,634.0,2018.0,Febrero,5.0,Lunes,23.0,4.0,3.0,15.0,1504.0,,99.0,,,,,,,,4.0,67.0,Rojo,9999.0,99.0,2.0
652,653.0,2018.0,Febrero,7.0,Miercoles,23.0,4.0,3.0,18.0,1801.0,,99.0,,,,,,,,4.0,76.0,Negro,9999.0,99.0,4.0
672,673.0,2018.0,Febrero,9.0,Viernes,8.0,2.0,1.0,15.0,1501.0,,99.0,,,,,,,,4.0,999.0,Rojo,9999.0,99.0,1.0
681,682.0,2018.0,Febrero,10.0,Sabado,23.0,4.0,3.0,1.0,101.0,,13.0,,,,,,,,4.0,64.0,Blanco,9999.0,99.0,1.0
690,691.0,2018.0,Febrero,10.0,Sabado,23.0,4.0,3.0,6.0,601.0,,99.0,,,,,,,,4.0,100.0,Azul,2016.0,5.0,1.0
695,696.0,2018.0,Febrero,10.0,Sabado,0.0,1.0,1.0,4.0,406.0,,99.0,,,,,,,,4.0,27.0,Gris,2017.0,5.0,2.0
701,702.0,2018.0,Febrero,11.0,Domingo,0.0,1.0,1.0,19.0,1905.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,99.0,2.0
711,712.0,2018.0,Febrero,11.0,Domingo,0.0,1.0,1.0,17.0,1701.0,,99.0,,,,,,,,4.0,2.0,Amarillo,9999.0,99.0,2.0
728,729.0,2018.0,Febrero,15.0,Jueves,1.0,1.0,1.0,1.0,101.0,,9.0,,,,,,,,4.0,999.0,Rojo,2012.0,5.0,1.0
730,731.0,2018.0,Febrero,15.0,Jueves,20.0,4.0,3.0,1.0,117.0,,99.0,,,,,,,,4.0,6.0,Negro,2016.0,5.0,2.0
752,753.0,2018.0,Febrero,16.0,Viernes,20.0,4.0,3.0,22.0,2201.0,,99.0,,,,,,,,4.0,67.0,Gris,9999.0,99.0,1.0
754,755.0,2018.0,Febrero,16.0,Viernes,15.0,3.0,2.0,10.0,1006.0,,99.0,,,,,,,,4.0,6.0,Azul,9999.0,99.0,1.0
798,799.0,2018.0,Febrero,19.0,Lunes,6.0,2.0,1.0,19.0,1903.0,,99.0,,,,,,,,4.0,67.0,Negro,9999.0,99.0,1.0
824,825.0,2018.0,Febrero,21.0,Miercoles,14.0,3.0,2.0,18.0,1801.0,,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,99.0,1.0
845,846.0,2018.0,Febrero,23.0,Viernes,17.0,3.0,2.0,19.0,1905.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,99.0,2.0
847,848.0,2018.0,Febrero,23.0,Viernes,15.0,3.0,2.0,5.0,501.0,,99.0,,,,,,,,4.0,32.0,Amarillo,2007.0,4.0,1.0
848,849.0,2018.0,Febrero,23.0,Viernes,19.0,4.0,3.0,11.0,1107.0,,99.0,,,,,,,,4.0,103.0,Rojo,9999.0,99.0,1.0
860,861.0,2018.0,Febrero,24.0,Sabado,2.0,1.0,1.0,1.0,101.0,,12.0,,,,,,,,4.0,32.0,Varios,9999.0,99.0,1.0
873,874.0,2018.0,Febrero,24.0,Sabado,0.0,1.0,1.0,16.0,1615.0,,99.0,,,,,,,,4.0,27.0,Negro,9999.0,99.0,8.0
879,880.0,2018.0,Febrero,25.0,Domingo,3.0,1.0,1.0,1.0,101.0,,1.0,,,,,,,,4.0,3.0,Negro,2014.0,5.0,1.0
884,885.0,2018.0,Febrero,25.0,Domingo,12.0,3.0,2.0,1.0,109.0,,99.0,,,,,,,,4.0,67.0,Rojo,9999.0,99.0,1.0
891,892.0,2018.0,Febrero,26.0,Lunes,23.0,4.0,3.0,1.0,117.0,,99.0,,,,,,,,4.0,6.0,Azul,2013.0,5.0,1.0
914,915.0,2018.0,Febrero,28.0,Miercoles,8.0,2.0,1.0,13.0,1302.0,,99.0,,,,,,,,4.0,6.0,Azul,2014.0,5.0,1.0
923,924.0,2018.0,Febrero,2.0,Viernes,18.0,4.0,3.0,1.0,101.0,,18.0,,,,,,,,4.0,6.0,Negro,9999.0,99.0,5.0
930,931.0,2018.0,Febrero,3.0,Sabado,22.0,4.0,3.0,1.0,106.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,99.0,5.0
934,935.0,2018.0,Febrero,3.0,Sabado,19.0,4.0,3.0,1.0,113.0,,99.0,,,,,,,,4.0,6.0,Rojo,2015.0,5.0,5.0
963,964.0,2018.0,Febrero,7.0,Miercoles,19.0,4.0,3.0,1.0,101.0,,14.0,,,,,,,,4.0,64.0,Rojo,2016.0,5.0,5.0
978,979.0,2018.0,Febrero,10.0,Sabado,16.0,3.0,2.0,1.0,101.0,,6.0,,,,,,,,4.0,3.0,Blanco,2016.0,5.0,5.0
983,984.0,2018.0,Febrero,11.0,Domingo,19.0,4.0,3.0,7.0,717.0,,99.0,,,,,,,,4.0,27.0,Corinto,9999.0,99.0,5.0
987,988.0,2018.0,Febrero,12.0,Lunes,13.0,3.0,2.0,10.0,1004.0,,99.0,,,,,,,,4.0,67.0,Gris,2016.0,5.0,5.0
1006,1007.0,2018.0,Febrero,17.0,Sabado,5.0,1.0,1.0,1.0,109.0,,99.0,,,,,,,,4.0,6.0,Negro,9999.0,99.0,5.0
1014,1015.0,2018.0,Febrero,18.0,Domingo,15.0,3.0,2.0,1.0,101.0,,6.0,,,,,,,,4.0,67.0,Rojo,2006.0,4.0,5.0
1051,1052.0,2018.0,Febrero,22.0,Jueves,22.0,4.0,3.0,4.0,401.0,,99.0,,,,,,,,4.0,64.0,Azul,9999.0,99.0,5.0
1053,1054.0,2018.0,Febrero,23.0,Viernes,11.0,2.0,1.0,1.0,101.0,,12.0,,,,,,,,4.0,67.0,Negro,9999.0,99.0,5.0
1054,1055.0,2018.0,Febrero,23.0,Viernes,21.0,4.0,3.0,4.0,401.0,,99.0,,,,,,,,4.0,64.0,Azul,9999.0,99.0,5.0
1057,1058.0,2018.0,Febrero,24.0,Sabado,23.0,4.0,3.0,1.0,101.0,,12.0,,,,,,,,4.0,67.0,Azul,9999.0,99.0,5.0
1060,1061.0,2018.0,Febrero,24.0,Sabado,10.0,2.0,1.0,1.0,109.0,,99.0,,,,,,,,4.0,2.0,Rojo,2017.0,5.0,5.0
1072,1073.0,2018.0,Febrero,26.0,Lunes,12.0,3.0,2.0,5.0,508.0,,99.0,,,,,,,,4.0,6.0,Rojo,2014.0,5.0,5.0
1095,1096.0,2018.0,Marzo,2.0,Viernes,11.0,2.0,1.0,1.0,101.0,,9.0,,,,,,,,4.0,6.0,Negro,9999.0,99.0,1.0
1099,1100.0,2018.0,Marzo,2.0,Viernes,23.0,4.0,3.0,5.0,501.0,,99.0,,,,,,,,4.0,999.0,Blanco,9999.0,99.0,1.0
1121,1122.0,2018.0,Marzo,3.0,Sabado,23.0,4.0,3.0,6.0,605.0,,99.0,,,,,,,,4.0,77.0,Negro,9999.0,99.0,1.0
1128,1129.0,2018.0,Marzo,4.0,Domingo,18.0,4.0,3.0,10.0,1009.0,,99.0,,,,,,,,4.0,6.0,Azul,9999.0,99.0,2.0
1131,1132.0,2018.0,Marzo,4.0,Domingo,23.0,4.0,3.0,1.0,101.0,,7.0,,,,,,,,4.0,20.0,Rojo,9999.0,99.0,2.0
1146,1147.0,2018.0,Marzo,5.0,Lunes,19.0,4.0,3.0,1.0,110.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,99.0,4.0
1148,1149.0,2018.0,Marzo,5.0,Lunes,9.0,2.0,1.0,5.0,513.0,,99.0,,,,,,,,4.0,6.0,Negro,2007.0,4.0,1.0
1153,1154.0,2018.0,Marzo,5.0,Lunes,0.0,1.0,1.0,11.0,1103.0,,99.0,,,,,,,,4.0,6.0,Negro,2016.0,5.0,4.0
1166,1167.0,2018.0,Marzo,6.0,Martes,16.0,3.0,2.0,12.0,1215.0,,99.0,,,,,,,,4.0,999.0,Rojo,9999.0,99.0,1.0
1176,1177.0,2018.0,Marzo,7.0,Miercoles,1.0,1.0,1.0,1.0,101.0,,18.0,,,,,,,,4.0,6.0,Negro,2013.0,5.0,7.0
1183,1184.0,2018.0,Marzo,7.0,Miercoles,21.0,4.0,3.0,5.0,501.0,,99.0,,,,,,,,4.0,27.0,Gris,9999.0,99.0,1.0
1189,1190.0,2018.0,Marzo,8.0,Jueves,8.0,2.0,1.0,1.0,101.0,,18.0,,,,,,,,4.0,67.0,Rojo,2012.0,5.0,7.0
1201,1202.0,2018.0,Marzo,9.0,Viernes,6.0,2.0,1.0,11.0,1101.0,,99.0,,,,,,,,4.0,67.0,Rojo,9999.0,99.0,2.0
1206,1207.0,2018.0,Marzo,10.0,Sabado,17.0,3.0,2.0,11.0,1106.0,,99.0,,,,,,,,4.0,76.0,Negro,2003.0,4.0,1.0
1212,1213.0,2018.0,Marzo,10.0,Sabado,5.0,1.0,1.0,3.0,307.0,,99.0,,,,,,,,4.0,6.0,Negro,9999.0,99.0,2.0
1245,1246.0,2018.0,Marzo,11.0,Domingo,12.0,3.0,2.0,3.0,309.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,99.0,1.0
1252,1253.0,2018.0,Marzo,12.0,Lunes,23.0,4.0,3.0,15.0,1501.0,,99.0,,,,,,,,4.0,999.0,Rojo,9999.0,99.0,2.0
1263,1264.0,2018.0,Marzo,13.0,Martes,13.0,3.0,2.0,5.0,501.0,,99.0,,,,,,,,4.0,27.0,Negro,9999.0,99.0,2.0
1265,1266.0,2018.0,Marzo,13.0,Martes,22.0,4.0,3.0,6.0,601.0,,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,99.0,2.0
1303,1304.0,2018.0,Marzo,16.0,Viernes,18.0,4.0,3.0,1.0,106.0,,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,99.0,4.0
1311,1312.0,2018.0,Marzo,17.0,Sabado,14.0,3.0,2.0,5.0,506.0,,99.0,,,,,,,,4.0,6.0,Rojo,9999.0,99.0,1.0
1330,1331.0,2018.0,Marzo,18.0,Domingo,22.0,4.0,3.0,15.0,1503.0,,99.0,,,,,,,,4.0,67.0,Negro,9999.0,99.0,1.0
1333,1334.0,2018.0,Marzo,18.0,Domingo,17.0,3.0,2.0,2.0,207.0,,99.0,,,,,,,,4.0,77.0,Celeste,9999.0,99.0,1.0
1335,1336.0,2018.0,Marzo,18.0,Domingo,7.0,2.0,1.0,18.0,1804.0,,99.0,,,,,,,,4.0,6.0,Negro,2015.0,5.0,4.0
1350,1351.0,2018.0,Marzo,20.0,Martes,10.0,2.0,1.0,1.0,110.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,99.0,4.0
1352,1353.0,2018.0,Marzo,20.0,Martes,7.0,2.0,1.0,19.0,1905.0,,99.0,,,,,,,,4.0,67.0,Negro,1994.0,3.0,1.0
1362,1363.0,2018.0,Marzo,21.0,Miercoles,16.0,3.0,2.0,11.0,1101.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,99.0,1.0
1372,1373.0,2018.0,Marzo,22.0,Jueves,23.0,4.0,3.0,1.0,101.0,,7.0,,,,,,,,4.0,6.0,Negro,9999.0,99.0,1.0
1373,1374.0,2018.0,Marzo,22.0,Jueves,23.0,4.0,3.0,1.0,109.0,,99.0,,,,,,,,4.0,27.0,Negro,9999.0,99.0,1.0
1393,1394.0,2018.0,Marzo,24.0,Sabado,23.0,4.0,3.0,1.0,101.0,,15.0,,,,,,,,4.0,67.0,Negro,2017.0,5.0,1.0
1403,1404.0,2018.0,Marzo,24.0,Sabado,22.0,4.0,3.0,15.0,1505.0,,99.0,,,,,,,,4.0,999.0,Negro,9999.0,99.0,1.0
1409,1410.0,2018.0,Marzo,25.0,Domingo,23.0,4.0,3.0,1.0,111.0,,99.0,,,,,,,,4.0,32.0,Negro,9999.0,99.0,1.0
1416,1417.0,2018.0,Marzo,25.0,Domingo,0.0,1.0,1.0,18.0,1801.0,,99.0,,,,,,,,4.0,27.0,Rojo,9999.0,99.0,1.0
1423,1424.0,2018.0,Marzo,26.0,Lunes,17.0,3.0,2.0,1.0,101.0,,1.0,,,,,,,,4.0,6.0,Negro,2009.0,4.0,1.0
1431,1432.0,2018.0,Marzo,26.0,Lunes,2.0,1.0,1.0,5.0,501.0,,99.0,,,,,,,,4.0,32.0,Gris,2014.0,5.0,2.0
1436,1437.0,2018.0,Marzo,26.0,Lunes,20.0,4.0,3.0,12.0,1202.0,,99.0,,,,,,,,4.0,76.0,Corinto,9999.0,99.0,4.0
1437,1438.0,2018.0,Marzo,26.0,Lunes,4.0,1.0,1.0,16.0,1609.0,,99.0,,,,,,,,4.0,999.0,Rojo,9999.0,99.0,2.0
1448,1449.0,2018.0,Marzo,27.0,Martes,0.0,1.0,1.0,5.0,505.0,,99.0,,,,,,,,4.0,6.0,Rojo,9999.0,99.0,2.0
1452,1453.0,2018.0,Marzo,27.0,Martes,0.0,1.0,1.0,16.0,1616.0,,99.0,,,,,,,,4.0,77.0,Corinto,9999.0,99.0,4.0
1467,1468.0,2018.0,Marzo,28.0,Miercoles,8.0,2.0,1.0,19.0,1901.0,,99.0,,,,,,,,4.0,67.0,Negro,9999.0,99.0,1.0
1483,1484.0,2018.0,Marzo,29.0,Jueves,1.0,1.0,1.0,1.0,101.0,,7.0,,,,,,,,4.0,96.0,Gris,2005.0,4.0,2.0
1495,1496.0,2018.0,Marzo,29.0,Jueves,0.0,1.0,1.0,4.0,416.0,,99.0,,,,,,,,4.0,63.0,Azul,9999.0,99.0,1.0
1543,1544.0,2018.0,Marzo,1.0,Jueves,23.0,4.0,3.0,1.0,101.0,,10.0,,,,,,,,4.0,18.0,Negro,2018.0,5.0,5.0
1571,1572.0,2018.0,Marzo,4.0,Domingo,12.0,3.0,2.0,1.0,101.0,,1.0,,,,,,,,4.0,67.0,Gris,2017.0,5.0,5.0
1591,1592.0,2018.0,Marzo,7.0,Miercoles,18.0,4.0,3.0,1.0,101.0,,5.0,,,,,,,,4.0,32.0,Rojo,2007.0,4.0,5.0
1593,1594.0,2018.0,Marzo,7.0,Miercoles,7.0,2.0,1.0,1.0,109.0,,99.0,,,,,,,,4.0,76.0,Azul,2009.0,4.0,5.0
1594,1595.0,2018.0,Marzo,7.0,Miercoles,18.0,4.0,3.0,9.0,901.0,,99.0,,,,,,,,4.0,46.0,Rojo,2016.0,5.0,5.0
1596,1597.0,2018.0,Marzo,7.0,Miercoles,17.0,3.0,2.0,2.0,201.0,,99.0,,,,,,,,4.0,6.0,Blanco,2015.0,5.0,5.0
1615,1616.0,2018.0,Marzo,11.0,Domingo,12.0,3.0,2.0,21.0,2106.0,,99.0,,,,,,,,4.0,27.0,Rojo,9999.0,99.0,5.0
1621,1622.0,2018.0,Marzo,11.0,Domingo,12.0,3.0,2.0,14.0,1413.0,,99.0,,,,,,,,4.0,6.0,Rojo,9999.0,99.0,4.0
1643,1644.0,2018.0,Marzo,14.0,Miercoles,7.0,2.0,1.0,17.0,1704.0,,99.0,,,,,,,,4.0,67.0,Negro,9999.0,99.0,5.0
1654,1655.0,2018.0,Marzo,17.0,Sabado,23.0,4.0,3.0,17.0,1704.0,,99.0,,,,,,,,4.0,64.0,Rojo,9999.0,99.0,5.0
1665,1666.0,2018.0,Marzo,19.0,Lunes,21.0,4.0,3.0,1.0,101.0,,7.0,,,,,,,,4.0,27.0,Rojo,2006.0,4.0,5.0
1676,1677.0,2018.0,Marzo,21.0,Miercoles,10.0,2.0,1.0,1.0,114.0,,99.0,,,,,,,,4.0,67.0,Azul,9999.0,99.0,5.0
1703,1704.0,2018.0,Marzo,25.0,Domingo,7.0,2.0,1.0,5.0,501.0,,99.0,,,,,,,,4.0,32.0,Rojo,2011.0,5.0,5.0
1751,1752.0,2018.0,Marzo,31.0,Sabado,18.0,4.0,3.0,16.0,1613.0,,99.0,,,,,,,,4.0,6.0,Negro,9999.0,99.0,5.0
1758,1759.0,2018.0,Abril,1.0,Domingo,11.0,2.0,1.0,1.0,101.0,,18.0,,,,,,,,4.0,32.0,Blanco,2016.0,5.0,2.0
1767,1768.0,2018.0,Abril,1.0,Domingo,11.0,2.0,1.0,19.0,1901.0,,99.0,,,,,,,,4.0,18.0,Blanco,9999.0,99.0,2.0
1768,1769.0,2018.0,Abril,1.0,Domingo,21.0,4.0,3.0,5.0,502.0,,99.0,,,,,,,,4.0,27.0,Corinto,9999.0,99.0,1.0
1796,1797.0,2018.0,Abril,3.0,Martes,11.0,2.0,1.0,4.0,401.0,,99.0,,,,,,,,4.0,6.0,Rojo,2010.0,5.0,1.0
1820,1821.0,2018.0,Abril,5.0,Jueves,6.0,2.0,1.0,3.0,301.0,,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,99.0,4.0
1838,1839.0,2018.0,Abril,7.0,Sabado,0.0,1.0,1.0,11.0,1101.0,,99.0,,,,,,,,4.0,6.0,Negro,9999.0,99.0,1.0
1844,1845.0,2018.0,Abril,8.0,Domingo,13.0,3.0,2.0,22.0,2209.0,,99.0,,,,,,,,4.0,76.0,Negro,9999.0,99.0,1.0
1846,1847.0,2018.0,Abril,8.0,Domingo,22.0,4.0,3.0,5.0,509.0,,99.0,,,,,,,,4.0,76.0,Negro,9999.0,99.0,2.0
1847,1848.0,2018.0,Abril,8.0,Domingo,1.0,1.0,1.0,5.0,509.0,,99.0,,,,,,,,4.0,27.0,Negro,9999.0,99.0,2.0
1850,1851.0,2018.0,Abril,8.0,Domingo,15.0,3.0,2.0,13.0,1301.0,,99.0,,,,,,,,4.0,32.0,Negro,2017.0,5.0,4.0
1851,1852.0,2018.0,Abril,8.0,Domingo,17.0,3.0,2.0,13.0,1312.0,,99.0,,,,,,,,4.0,27.0,Rojo,9999.0,99.0,1.0
1861,1862.0,2018.0,Abril,8.0,Domingo,21.0,4.0,3.0,18.0,1801.0,,99.0,,,,,,,,4.0,67.0,Rojo,9999.0,99.0,1.0
1869,1870.0,2018.0,Abril,9.0,Lunes,0.0,1.0,1.0,1.0,101.0,,18.0,,,,,,,,4.0,2.0,Negro,2018.0,5.0,4.0
1878,1879.0,2018.0,Abril,9.0,Lunes,0.0,1.0,1.0,2.0,207.0,,99.0,,,,,,,,4.0,27.0,Blanco,9999.0,99.0,2.0
1905,1906.0,2018.0,Abril,13.0,Viernes,18.0,4.0,3.0,10.0,1004.0,,99.0,,,,,,,,4.0,67.0,Azul,9999.0,99.0,1.0
1910,1911.0,2018.0,Abril,13.0,Viernes,14.0,3.0,2.0,1.0,106.0,,99.0,,,,,,,,4.0,3.0,Rojo,2012.0,5.0,1.0
1937,1938.0,2018.0,Abril,16.0,Lunes,8.0,2.0,1.0,6.0,611.0,,99.0,,,,,,,,4.0,6.0,Negro,2015.0,5.0,1.0
1946,1947.0,2018.0,Abril,17.0,Martes,13.0,3.0,2.0,3.0,301.0,,99.0,,,,,,,,4.0,6.0,Rojo,9999.0,99.0,1.0
1949,1950.0,2018.0,Abril,17.0,Martes,9.0,2.0,1.0,1.0,101.0,,6.0,,,,,,,,4.0,64.0,Blanco,9999.0,99.0,1.0
1952,1953.0,2018.0,Abril,17.0,Martes,23.0,4.0,3.0,1.0,101.0,,11.0,,,,,,,,4.0,3.0,Gris,2018.0,5.0,2.0
1970,1971.0,2018.0,Abril,20.0,Viernes,0.0,1.0,1.0,1.0,110.0,,99.0,,,,,,,,4.0,27.0,Rojo,9999.0,99.0,1.0
1976,1977.0,2018.0,Abril,21.0,Sabado,7.0,2.0,1.0,1.0,101.0,,13.0,,,,,,,,4.0,6.0,Azul,9999.0,99.0,2.0
